"Story","Title","Result","Date","Stability","Duration (s)"
"Proceso de agendamiento de servicios","Agendar una orden de servicio desde el call center con diferentes datos","SUCCESS","2023-11-27T20:38:34.752-05:00[America/Bogota]","0.0","6.96"
